시장,종목코드,종목명,업종,가격,당일등락률,시가총액,거래량,거래대금,1주수익률,1개월수익률,3개월수익률,6개월수익률,이상치상태,1단계점수,점수식버전
한국,121890,에스디시스템,Technology,2730,-0.18,36285647580,12525,34170070,2.6316,12.3457,32.5243,94.5830,없음,1.98556227,MSS7-S1-1.0.0
한국,048770,TPC로보틱스,Industrials,4200,-0.36,65931562200,444452,1909056684,-2.2119,46.5969,29.0323,37.7049,없음,1.98547720,MSS7-S1-1.0.0
한국,156100,엘앤케이바이오,Healthcare,5910,2.96,132095314230,175934,1042297685,4.9734,44.8529,29.8901,-34.1871,없음,1.98397902,MSS7-S1-1.0.0
한국,149950,아바텍,Technology,12120,-2.49,165652560360,158718,1947035565,9.7826,42.5882,-4.4917,21.2000,없음,1.98274571,MSS7-S1-1.0.0
한국,043260,성호전자,Technology,26200,-2.78,1976838417600,2792564,72759502025,41.1638,46.0424,-12.8120,-39.7701,없음,1.98072284,MSS7-S1-1.0.0
한국,425040,티이엠씨,Materials,12890,3.45,282586155220,950998,11994591205,29.8087,47.3143,-3.9493,24.5411,없음,1.97771224,MSS7-S1-1.0.0
한국,228850,레이언스,Healthcare,7910,0.25,131234920740,74750,590585195,11.0955,8.5048,36.8512,24.7634,없음,1.97332749,MSS7-S1-1.0.0
한국,078340,컴투스,Technology,34950,-0.14,422591389350,51019,1771994875,3.2496,10.0787,46.8487,10.4265,없음,1.96875193,MSS7-S1-1.0.0
한국,000430,대원강업,Industrials,4850,-3.39,300700000000,73399,360696351,2.1053,20.9476,24.6787,25.0000,없음,1.96836376,MSS7-S1-1.0.0
한국,058610,에스피지,Utilities,100700,1.92,2233260152000,359173,36610953750,2.5458,7.1277,25.5611,-11.5114,없음,1.96574581,MSS7-S1-1.0.0
한국,298040,효성중공업,Utilities,2896000,-0.17,27003891008000,27462,78971822000,3.2074,3.7249,-13.6296,7.2195,없음,1.95998357,MSS7-S1-1.0.0
한국,022220,티케이지애강,Materials,839,0.48,43455651781,4722,3896442,-6.2570,40.3010,30.2795,59.5057,없음,1.95281013,MSS7-S1-1.0.0
한국,041190,우리기술투자,Financials,6060,1.34,483588000000,2165904,13012584685,16.9884,3.2368,27.5789,-4.8666,없음,1.94888315,MSS7-S1-1.0.0
한국,131970,두산테스나,Other,93700,0.32,1810962200600,200835,18652896000,19.3631,24.7670,-21.6555,-10.0768,없음,1.94595146,MSS7-S1-1.0.0
한국,008930,한미사이언스,Financials,52100,2.76,3563199755000,126640,6652723500,1.9569,-7.7876,85.4093,41.9619,없음,1.94016011,MSS7-S1-1.0.0
한국,406820,뷰티스킨,Materials,2410,3.88,34068138370,3088228,7709839471,-5.1181,28.9460,41.5981,21.1664,없음,1.93995093,MSS7-S1-1.0.0
한국,299660,셀리드,Healthcare,2620,-9.19,77297799740,7834941,23978768091,18.5520,14.6608,7.8189,-0.1905,없음,1.93595021,MSS7-S1-1.0.0
한국,226590,엠디바이스,Technology,14740,1.1,157965396160,81754,1207414355,17.8257,29.2982,17.4502,-55.6692,없음,1.92757952,MSS7-S1-1.0.0
한국,000810,삼성화재,Financials,648000,-1.07,28931562504000,60134,38949167000,-1.9667,1.8868,1.8868,34.8595,없음,1.92144844,MSS7-S1-1.0.0
한국,032830,삼성생명,Financials,294500,1.2,58900000000000,223073,65745880000,3.8801,3.1524,-31.9861,32.6577,없음,1.91838027,MSS7-S1-1.0.0
한국,274090,켄코아에어로스페이스,Industrials,12930,3.69,178100496510,3663756,48925649540,27.0138,31.6701,6.0705,-37.5362,없음,1.91825138,MSS7-S1-1.0.0
한국,246690,TS인베스트먼트,Financials,2180,0.69,51836419320,50516,109721095,0.0000,17.8378,65.5277,30.4608,없음,1.91751787,MSS7-S1-1.0.0
한국,033790,피노,Other,7600,1.6,633246341200,938306,7039264685,-2.1879,26.4559,7.1932,54.3147,없음,1.91562059,MSS7-S1-1.0.0
한국,018260,삼성에스디에스,Technology,220500,-2.43,17061804900000,94796,20918339250,1.3793,-3.2895,16.1749,40.3565,없음,1.91159984,MSS7-S1-1.0.0
한국,327260,RF머트리얼즈,Technology,47050,-2.49,846374874950,552483,26037365075,6.3277,37.3723,-17.7448,-24.1129,없음,1.90604178,MSS7-S1-1.0.0
한국,417010,나노팀,Industrials,6580,4.11,132736550240,704907,4778242730,6.9919,32.3944,20.0730,-35.9299,없음,1.90267484,MSS7-S1-1.0.0
한국,126730,코칩,Technology,22700,-1.52,199081860200,179272,4128039825,-0.8734,27.1709,32.9818,18.7860,없음,1.90237666,MSS7-S1-1.0.0
한국,262260,에이프로,Technology,4525,0,68226411500,36985,164951095,2.9579,37.1212,23.1293,-9.3186,없음,1.89887387,MSS7-S1-1.0.0
한국,045100,한양이엔지,Other,32150,1.74,562625000000,50870,1629391375,10.8621,11.6319,15.6475,1.5798,없음,1.89140891,MSS7-S1-1.0.0
한국,218410,RFHIC,Technology,58600,-0.68,1557320901200,310613,18248395700,11.1954,26.8398,-13.9501,-23.2984,없음,1.89051651,MSS7-S1-1.0.0
한국,034020,두산에너빌리티,Industrials,81700,-5.55,52333845628200,4585876,377610192400,-2.5060,11.9178,-9.8234,-18.3816,없음,1.88931974,MSS7-S1-1.0.0
한국,083310,엘오티베큠,Industrials,11100,4.42,197691366300,177085,1935091980,15.7456,21.4442,16.9652,-19.2727,없음,1.88713324,MSS7-S1-1.0.0
한국,352910,오비고,Technology,4815,0.42,60851016630,7334,35254185,-0.3106,40.1747,23.4615,13.8298,없음,1.88650387,MSS7-S1-1.0.0
한국,191410,육일씨엔에쓰,Technology,1773,-3.27,27499534956,161269,285962054,-2.4216,42.7536,60.5978,-30.7422,없음,1.87631120,MSS7-S1-1.0.0
한국,007340,DN오토모티브,Other,47900,-3.43,2802670433500,131657,6331780225,3.4557,0.2092,25.8870,22.0382,없음,1.87444741,MSS7-S1-1.0.0
한국,419050,삼기에너지솔루션즈,Industrials,1936,20.77,110731920640,36461754,70194600212,24.1026,23.0769,33.3333,24.6619,미검증,1.86583453,MSS7-S1-1.0.0
한국,480370,씨케이솔루션,Industrials,1770,-5.65,57492092160,231555,416221144,4.7337,31.2083,34.1926,-35.1648,없음,1.85966333,MSS7-S1-1.0.0
한국,163730,핑거,Technology,12650,6.21,161486320050,355493,4473773380,35.4390,28.6877,5.2413,27.0080,없음,1.85864325,MSS7-S1-1.0.0
한국,100840,SNT에너지,Industrials,36700,-4.68,758984736100,189449,7003407525,-3.9267,37.9699,27.2097,-25.7836,없음,1.85468567,MSS7-S1-1.0.0
한국,130580,나이스디앤비,Other,6770,0.3,104258000000,21466,144007080,2.2659,20.8929,27.7358,19.8230,없음,1.85022842,MSS7-S1-1.0.0
한국,005290,동진쎄미켐,Materials,46800,8.96,2385401896800,983950,44916292225,15.1292,11.4286,-18.4669,-2.9046,없음,1.84577149,MSS7-S1-1.0.0
한국,065690,파커스,Materials,1858,0.05,22322954006,20526,37903794,1.6968,7.3988,68.2971,17.4463,없음,1.84364653,MSS7-S1-1.0.0
한국,002420,우양피앤엘,Energy,6180,-1.75,192617523120,23124,141636200,10.3571,10.7527,24.0964,9.1873,없음,1.84329007,MSS7-S1-1.0.0
한국,089890,코세스,Industrials,29050,7.2,481793146100,184644,5224898325,3.7500,26.5795,-0.1718,27.6923,없음,1.83458359,MSS7-S1-1.0.0
한국,217590,티엠씨,Other,14330,-1.92,345270244250,717927,10321084605,8.8906,27.0390,0.9866,-40.7851,없음,1.83303001,MSS7-S1-1.0.0
한국,388790,라이콤,Technology,5290,0.76,161948906400,701939,3716319180,9.0722,32.0849,-10.3390,24.3243,없음,1.82209181,MSS7-S1-1.0.0
한국,054920,한컴위드,Technology,4745,0,133890049345,4905260,24522489468,-10.3025,24.0523,41.8535,6.5095,없음,1.82010831,MSS7-S1-1.0.0
한국,347700,스피어,Technology,23300,3.33,1201146734600,1877045,44120321375,14.4963,1.0846,8.8785,-45.8140,없음,1.81715295,MSS7-S1-1.0.0
한국,289010,아이스크림에듀,Communication,1180,1.03,16455402080,280530,328223521,3.2371,31.9911,29.1028,-24.0180,없음,1.81416093,MSS7-S1-1.0.0
한국,199430,케이엔알시스템,Technology,18270,0.5,204569975610,66588,1229842335,-3.0769,46.8650,45.3461,-20.3922,없음,1.81327363,MSS7-S1-1.0.0
한국,138080,오이솔루션,Technology,28350,0.18,350909439300,344208,9781929150,9.8837,20.1271,4.0367,-16.8622,없음,1.80689925,MSS7-S1-1.0.0
한국,192820,코스맥스,Materials,272000,0.74,3087066448000,67379,18282589500,-3.0303,-4.8951,79.3013,40.5685,없음,1.80240688,MSS7-S1-1.0.0
한국,478340,나라스페이스테크놀로지,Industrials,14190,8.9,164751788850,9729490,145667375640,33.1144,46.8944,-1.8672,-67.4541,없음,1.79817116,MSS7-S1-1.0.0
한국,079900,전진건설로봇,Industrials,42300,0.71,617264653500,57277,2404009200,8.1841,27.9879,2.1739,-21.2291,없음,1.79745916,MSS7-S1-1.0.0
한국,047770,코데즈컴바인,Consumer,3785,0.53,143234248570,790536,2944015834,6.0224,22.2940,31.8815,-7.1166,없음,1.79617900,MSS7-S1-1.0.0
한국,388210,씨엠티엑스,Technology,88500,4.36,854417763000,72548,6395472650,22.5762,26.4286,-5.4487,-37.8947,없음,1.78964961,MSS7-S1-1.0.0
한국,088280,쏘닉스,Technology,3170,-2.76,54861573300,88019,281679143,7.2758,38.7309,-3.0581,4.2763,없음,1.78293467,MSS7-S1-1.0.0
한국,272110,케이엔제이,Technology,30300,1.85,243169468500,65218,1978971625,19.0570,22.6721,0.8319,-13.3047,없음,1.77712605,MSS7-S1-1.0.0
한국,294570,쿠콘,Technology,27400,5.18,276513456800,178616,4835318875,12.5257,3.2015,41.0190,-6.8027,없음,1.77419880,MSS7-S1-1.0.0
한국,059120,아진엑스텍,Technology,7350,0.68,134578985100,344415,2536045135,4.4034,15.7480,29.8587,0.2729,없음,1.76481584,MSS7-S1-1.0.0
한국,356860,티엘비,Technology,44600,0.22,1057076196000,581725,25720176075,17.0604,32.1481,-42.8205,-39.8111,없음,1.75553373,MSS7-S1-1.0.0
한국,068790,DMS,Industrials,7700,-0.39,170817754800,27995,214903685,10.1574,1.1827,76.6055,-1.2821,없음,1.75475017,MSS7-S1-1.0.0
한국,399720,가온칩스,Technology,47400,4.87,562109205600,197279,9334582700,18.3521,7.9727,11.5294,-27.5229,없음,1.75385071,MSS7-S1-1.0.0
한국,234340,헥토파이낸셜,Financials,22550,5.37,315038292800,441373,9816489125,22.4878,8.6747,14.9337,-26.4274,없음,1.75111161,MSS7-S1-1.0.0
한국,032790,엠젠솔루션,Industrials,1220,-0.41,31329729320,104007,122363463,-3.5573,35.5556,1.7515,72.8045,없음,1.74180867,MSS7-S1-1.0.0
한국,088350,한화생명,Financials,5640,-0.18,4898509200000,2075772,11673718590,-3.4247,7.6336,21.0300,16.4087,없음,1.74130367,MSS7-S1-1.0.0
한국,214430,아이쓰리시스템,Technology,68400,-1.72,499813506000,24769,1707030600,14.7651,14.7651,12.5000,-27.2340,없음,1.73661240,MSS7-S1-1.0.0
한국,361610,SK아이이테크놀로지,Other,17170,6.18,1404284507000,606475,10394071955,8.5335,12.1489,4.0606,-20.5093,없음,1.72606149,MSS7-S1-1.0.0
한국,170920,엘티씨,Materials,38700,9.63,408831676200,330073,12588721025,19.6291,10.2564,-15.4098,27.5124,없음,1.72209200,MSS7-S1-1.0.0
한국,441270,파인엠텍,Technology,8750,4.67,370059593750,427643,3708642010,-1.1299,30.4024,34.8228,-18.2243,없음,1.71621120,MSS7-S1-1.0.0
한국,092220,KEC,Technology,3165,5.68,127083067620,1499785,4825596332,5.3245,28.6585,-19.8734,76.9145,없음,1.71553390,MSS7-S1-1.0.0
한국,122640,예스티,Industrials,32000,1.91,692842400000,280589,9038182200,11.3043,12.4780,-14.6667,36.7521,없음,1.71518744,MSS7-S1-1.0.0
한국,294140,레몬,Materials,2740,-1.26,68266601320,9901,26881900,18.3585,23.9819,0.3663,-8.2077,없음,1.71108213,MSS7-S1-1.0.0
한국,303360,프로티아,Healthcare,5360,0.56,69035272400,5351,28246830,3.0769,11.6667,36.3868,14.8982,없음,1.70990973,MSS7-S1-1.0.0
한국,039010,현대에이치티,Technology,8540,0.35,73657500000,57904,500078385,8.9286,14.7849,16.8263,3.5152,없음,1.70786040,MSS7-S1-1.0.0
한국,950250,테라뷰,Financials,3160,-4.53,112802305120,421176,1362474869,1.6077,37.6906,26.4000,-59.8475,없음,1.70669539,MSS7-S1-1.0.0
한국,093370,후성,Materials,13950,2.57,1496211853500,7496102,107366380545,-3.9917,14.1571,-24.0196,95.1049,없음,1.70149565,MSS7-S1-1.0.0
한국,049430,코메론,Technology,23100,0.43,209008800000,18104,414990200,1.5385,14.9254,19.7512,29.4118,없음,1.70000497,MSS7-S1-1.0.0
한국,209640,와이제이링크,Industrials,3760,1.62,106946228960,7293704,29671934288,21.6828,20.9003,-7.7301,-16.6297,없음,1.69574932,MSS7-S1-1.0.0
한국,181710,NHN,Technology,56000,-2.1,1810422040000,156849,8738469750,4.8689,-20.0000,58.4158,52.1739,없음,1.69255664,MSS7-S1-1.0.0
한국,053260,금강철강,Materials,6960,-4.92,130291200000,374864,2672852365,-8.1794,31.8182,20.6239,58.1818,없음,1.69052719,MSS7-S1-1.0.0
한국,072950,빛샘전자,Technology,14200,9.23,114347062000,11884891,176368464865,4.9520,66.2763,71.2907,72.1212,미검증,1.68958734,MSS7-S1-1.0.0
한국,083450,GST,Industrials,49250,0.41,907677500000,88968,4383917325,6.1422,10.3024,-2.2817,73.1107,없음,1.68865748,MSS7-S1-1.0.0
한국,024110,기업은행,Financials,20400,2,16267487727600,1485880,30601138000,0.9901,0.9901,1.2407,-11.8790,없음,1.68446958,MSS7-S1-1.0.0
한국,195870,해성디에스,Technology,61200,2.51,1040400000000,191641,11748616100,6.6202,16.1290,-12.0690,11.2727,없음,1.68419759,MSS7-S1-1.0.0
한국,185490,아이진,Healthcare,1950,1.04,84298078800,35327,68466387,2.3085,2.6316,49.7696,34.9481,없음,1.68415360,MSS7-S1-1.0.0
한국,024850,HLB이노베이션,Technology,15140,5.87,480748656160,167173,2465872130,-5.7285,13.6637,18.7451,234.9558,없음,1.68293196,MSS7-S1-1.0.0
한국,272210,한화시스템,Technology,73900,-4.52,13961142847100,954059,71106524100,7.4128,5.4208,-10.5327,-41.9482,없음,1.68170287,MSS7-S1-1.0.0
한국,098460,고영,Industrials,29150,0.87,1988152808950,725651,21166620900,6.7766,6.9725,-6.1192,5.6159,없음,1.68064874,MSS7-S1-1.0.0
한국,159010,아스플로,Industrials,29800,22.89,397375222200,925696,27126742900,39.5785,49.0745,55.5324,458.0524,미검증,1.67950810,MSS7-S1-1.0.0
한국,117730,티로보틱스,Industrials,14370,9.36,324159077910,572469,8324228325,16.5450,11.2229,4.9671,-25.5440,없음,1.67807158,MSS7-S1-1.0.0
한국,125020,티씨머티리얼즈,Other,6170,0.16,216187853500,604210,3756954760,4.7538,11.5732,15.5431,22.9084,없음,1.67561324,MSS7-S1-1.0.0
한국,388050,지투파워,Utilities,10280,-4.46,192333012360,634128,6637156695,0.7843,19.3961,29.7980,-9.9036,없음,1.67534325,MSS7-S1-1.0.0
한국,021240,코웨이,Other,99800,0,7062589114800,236952,23512651150,-7.0764,2.3590,15.6431,38.0360,없음,1.67009769,MSS7-S1-1.0.0
한국,038620,위즈코프,Energy,1987,0.2,30094889391,7781,15444521,4.6340,5.4111,7.1737,222.5649,없음,1.66484707,MSS7-S1-1.0.0
한국,090460,비에이치,Technology,20250,0.5,682658644500,611104,12249524090,8.1153,25.2319,-10.0000,-11.3786,없음,1.66335503,MSS7-S1-1.0.0
한국,236810,엔비티,Communication,1700,-0.12,28858224200,45824,76675427,1.1303,12.8069,69.4915,-9.5263,없음,1.66108880,MSS7-S1-1.0.0
한국,056360,코위버,Technology,6370,9.26,62405616000,419159,2599574275,9.4502,23.4496,10.7826,-4.2105,없음,1.65287853,MSS7-S1-1.0.0
한국,032500,케이엠더블유,Technology,19560,0.26,825269671560,157340,3071034500,8.6667,33.4243,-6.1871,-32.0833,없음,1.65260503,MSS7-S1-1.0.0
한국,212560,네오오토,Industrials,10410,0.58,140392882680,93581,971267170,1.2646,11.3369,28.3600,30.7789,없음,1.65210979,MSS7-S1-1.0.0
한국,079940,가비아,Technology,41350,0.24,554945283400,27632,1133069900,10.8579,-8.9207,40.6463,53.7175,없음,1.64994532,MSS7-S1-1.0.0
한국,020150,롯데에너지머티리얼즈,Technology,40150,0.12,2102473339450,98390,3949224225,3.2134,24.1113,-11.9518,1.3889,없음,1.64763920,MSS7-S1-1.0.0
한국,003160,디아이,Technology,36750,5.6,1040025000000,774795,28182485225,17.0382,61.5385,54.0881,3.2303,미검증,1.64708325,MSS7-S1-1.0.0
한국,047050,포스코인터내셔널,Other,55300,-2.47,9728530176400,376658,20943954850,0.9124,3.1716,9.5050,-27.1410,없음,1.64532298,MSS7-S1-1.0.0
한국,175330,JB금융지주,Financials,30150,-2.11,5623632993600,291699,8850924650,-8.4977,10.6422,26.6807,4.1451,없음,1.64108468,MSS7-S1-1.0.0
한국,020000,한섬,Consumer,19740,-0.9,423955861560,117966,2337595600,21.7767,26.7823,-5.0962,-25.2273,없음,1.64032726,MSS7-S1-1.0.0
한국,047040,대우건설,Industrials,17440,-7.23,7166229206720,10155479,179609811815,-6.0851,10.6599,-10.4723,6.3415,없음,1.63944496,MSS7-S1-1.0.0
한국,003670,포스코퓨처엠,Other,179900,-2.33,16001424978000,555377,103101673800,-4.4102,5.2662,1.0107,-8.4012,없음,1.63850282,MSS7-S1-1.0.0
한국,014680,한솔케미칼,Materials,236500,5.11,2552789514000,52460,12260214750,10.2564,15.3659,-9.5602,-15.2330,없음,1.63348667,MSS7-S1-1.0.0
한국,097780,에코볼트,Industrials,1492,1.77,30277288788,4238,6319875,-2.8013,25.6950,6.5714,90.3061,없음,1.63190453,MSS7-S1-1.0.0
한국,101680,한국정밀기계,Industrials,2975,0.68,25001900000,5899,17610935,0.5068,8.7751,45.8333,4.7535,없음,1.61990960,MSS7-S1-1.0.0
한국,241770,메카로,Technology,41600,1.09,424013824000,13383,548277300,9.6179,17.3484,-4.8055,25.3012,없음,1.61497347,MSS7-S1-1.0.0
한국,033560,블루콤,Communication,4775,0.53,81652500000,14506,68095125,4.0305,3.9173,31.7241,48.5226,없음,1.61359093,MSS7-S1-1.0.0
한국,101160,월덱스,Technology,30900,0.82,510189683700,23893,737054650,1.9802,12.5683,15.2985,3.8655,없음,1.61252484,MSS7-S1-1.0.0
한국,357580,아모센스,Technology,7040,1,82999924480,252337,1734423985,9.3168,35.3846,1.7341,-65.6585,없음,1.61232453,MSS7-S1-1.0.0
한국,011560,세보엠이씨,Other,24300,1.04,245062389600,43847,1061664275,1.6736,11.9816,14.6226,35.5270,없음,1.60965820,MSS7-S1-1.0.0
한국,119850,지엔씨에너지,Utilities,56100,2.19,922783794900,445029,24956907000,18.4794,14.4898,181.6265,68.4685,미검증,1.60867496,MSS7-S1-1.0.0
한국,166090,하나머티리얼즈,Technology,58700,3.35,1160949463800,121481,7088719600,11.1742,15.3242,-2.4917,-1.0118,없음,1.60684218,MSS7-S1-1.0.0
한국,089970,브이엠,Industrials,62400,10.25,1642790136000,1053651,65121656950,20.2312,6.6667,-33.1190,32.9073,없음,1.60214467,MSS7-S1-1.0.0
한국,004100,태양금속,Industrials,3075,0.82,112852500000,539105,1666775898,6.0345,23.2465,14.5251,-2.6899,없음,1.60035162,MSS7-S1-1.0.0
한국,028100,동아지질,Other,19700,3.09,221075704900,94715,1848566385,0.2035,13.2835,23.8994,11.8683,없음,1.59863831,MSS7-S1-1.0.0
한국,025890,한국주강,Industrials,2655,-1.67,29588955480,14173,37297774,1.1429,7.4899,23.7762,68.2510,없음,1.59614573,MSS7-S1-1.0.0
한국,405100,큐알티,Other,14210,1.36,174630967210,23471,333471980,5.6506,25.3086,11.2764,-19.2614,없음,1.59415691,MSS7-S1-1.0.0
한국,258790,소프트캠프,Technology,6980,1.45,34887826880,88437,628299710,15.5629,58.4563,91.2329,455.7325,미검증,1.58000000,MSS7-S1-1.0.0
한국,261520,이지스,Technology,5120,0.99,52622336000,14535,74029700,6.4449,24.8780,22.7818,-42.9844,없음,1.57968733,MSS7-S1-1.0.0
한국,089030,테크윙,Industrials,49150,3.26,1821186651750,839576,41338763250,7.7851,5.3591,-1.5030,-7.7861,없음,1.57788160,MSS7-S1-1.0.0
한국,013990,아가방컴퍼니,Other,4765,-0.73,156709109040,36044,170593535,4.4956,12.6478,36.1429,-0.8325,없음,1.57604107,MSS7-S1-1.0.0
한국,468530,프로티나,Healthcare,47250,18.27,524718243000,424234,19745659275,45.1613,37.5546,60.7143,-34.5568,미검증,1.57593930,MSS7-S1-1.0.0
한국,016360,삼성증권,Financials,91100,0.44,8135230000000,454710,41672157554,6.4252,5.1963,-15.2558,-3.6998,없음,1.57592188,MSS7-S1-1.0.0
한국,475150,SK이터닉스,Industrials,50800,0.59,1730603803200,543094,27694269350,4.0984,-4.5113,34.5695,-1.9305,없음,1.57183926,MSS7-S1-1.0.0
한국,003550,LG,Financials,111900,-3.95,16918385247600,141632,16049782450,-0.2674,-1.4097,12.8024,27.8857,없음,1.56936160,MSS7-S1-1.0.0
한국,001450,현대해상,Financials,47550,-0.52,4053554287500,316354,15030136900,-1.9588,-6.0277,35.2774,54.6341,없음,1.56896917,MSS7-S1-1.0.0
한국,486990,노타,Technology,20350,-9.76,435335950500,2268395,49228972350,20.9150,11.2630,-8.5393,-49.4410,없음,1.56864673,MSS7-S1-1.0.0
한국,010120,LS ELECTRIC,Utilities,205500,-3.07,30825000000000,332290,68660996750,3.0592,6.8643,-8.4633,-74.7232,없음,1.56592390,MSS7-S1-1.0.0
미국,GOOGL,Alphabet Inc. Class A Common Stock,Technology,342.36,1.341,4187062800000,23777396,,,,,,없음,2.57862761,MSS7-S1-1.0.0
미국,INTC,Intel Corporation Common Stock,Technology,127.39,3.907,673265005006,119297039,,,,,,없음,2.57399903,MSS7-S1-1.0.0
미국,AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,249.38,0.044,2689890878585,33040160,,,,,,없음,2.56860111,MSS7-S1-1.0.0
미국,GOOG,Alphabet Inc. Class C Capital Stock,Technology,339.01,1.203,4146092300000,15965035,,,,,,없음,2.51968165,MSS7-S1-1.0.0
미국,NVDA,NVIDIA Corporation Common Stock,Technology,224.58,-0.412,5412378000000,77808203,,,,,,없음,2.48369156,MSS7-S1-1.0.0
미국,MU,Micron Technology Inc. Common Stock,Technology,1080.53,0.807,1220343181450,22070294,,,,,,없음,2.40721397,MSS7-S1-1.0.0
미국,AMD,Advanced Micro Devices Inc. Common Stock,Technology,629.26,2.384,1027251244929,25319550,,,,,,없음,2.40465500,MSS7-S1-1.0.0
미국,BAC,Bank of America Corporation Common Stock,Finance,56.03,0.054,391803690891,40990268,,,,,,없음,2.34881414,MSS7-S1-1.0.0
미국,CSCO,Cisco Systems Inc. Common Stock (DE),Telecommunications,106.97,0.507,421738517805,32362244,,,,,,없음,2.32419252,MSS7-S1-1.0.0
미국,AAPL,Apple Inc. Common Stock,Technology,335.92,-0.326,4902476945600,24733329,,,,,,없음,2.30488553,MSS7-S1-1.0.0
미국,PLTR,Palantir Technologies Inc. Class A Common Stock,Technology,192.59,0.417,462611479713,22675964,,,,,,없음,2.28475351,MSS7-S1-1.0.0
미국,NFLX,Netflix Inc. Common Stock,Consumer Discretionary,71.72,0.504,298637753563,28224058,,,,,,없음,2.25941656,MSS7-S1-1.0.0
미국,XOM,ExxonMobil Holdings Corporation Common Stock,Energy,162.14,0.564,666705405194,12484958,,,,,,없음,2.24597589,MSS7-S1-1.0.0
미국,T,AT&T Inc.,Telecommunications,25.45,0.593,174393214793,34217821,,,,,,없음,2.21720966,MSS7-S1-1.0.0
미국,MSFT,Microsoft Corporation Common Stock,Technology,497.93,-0.531,3697401866334,16657760,,,,,,없음,2.21090786,MSS7-S1-1.0.0
미국,PFE,Pfizer Inc. Common Stock,Health Care,28.41,0.816,161927726663,34774778,,,,,,없음,2.20988449,MSS7-S1-1.0.0
미국,JPM,JP Morgan Chase & Co. Common Stock,Finance,338.56,0.305,899955518179,6941751,,,,,,없음,2.20008932,MSS7-S1-1.0.0
미국,KO,Coca-Cola Company (The) Common Stock,Consumer Staples,88.1,0.011,379054588308,13169076,,,,,,없음,2.18012896,MSS7-S1-1.0.0
미국,VZ,Verizon Communications Inc. Common Stock,Telecommunications,47.32,1.72,196603962559,21043704,,,,,,없음,2.16245174,MSS7-S1-1.0.0
미국,TSLA,Tesla Inc. Common Stock,Industrials,377.94,-0.574,1492691942088,26166375,,,,,,없음,2.15810558,MSS7-S1-1.0.0
미국,WBD,Warner Bros. Discovery Inc. Series A Common Stock,Telecommunications,30.84,0.26,77430090204,46110292,,,,,,없음,2.15460555,MSS7-S1-1.0.0
미국,JNJ,Johnson & Johnson Common Stock,Health Care,270.68,0.561,652311352236,6323739,,,,,,없음,2.14466113,MSS7-S1-1.0.0
미국,AVGO,Broadcom Inc. Common Stock,Technology,350.36,-1.304,1672488959501,20930805,,,,,,없음,2.14060429,MSS7-S1-1.0.0
미국,CVX,Chevron Corporation Common Stock,Energy,205.65,0.068,406317362498,9387794,,,,,,없음,2.14018080,MSS7-S1-1.0.0
미국,WFC,Wells Fargo & Company Common Stock,Finance,82.18,0.342,248512265432,12235786,,,,,,없음,2.11448164,MSS7-S1-1.0.0
미국,SPCX,Space Exploration Technologies Corp. Class A Common Stock,Technology,148.03,-0.222,2009184785149,72721710,,,,,,없음,2.09479399,MSS7-S1-1.0.0
미국,V,Visa Inc.,Consumer Discretionary,367.98,1.787,657490187696,4417589,,,,,,없음,2.09376189,MSS7-S1-1.0.0
미국,META,Meta Platforms Inc. Class A Common Stock,Technology,777.59,4.501,1980915365498,34809622,,,,,,없음,2.08629288,MSS7-S1-1.0.0
미국,APH,Amphenol Corporation Common Stock,Technology,83.08,1.083,204872531215,11712129,,,,,,없음,2.08299040,MSS7-S1-1.0.0
미국,LLY,Eli Lilly and Company Common Stock,Health Care,1181.89,2.685,1112580501553,2418807,,,,,,없음,2.07509984,MSS7-S1-1.0.0
미국,CRM,Salesforce Inc. Common Stock,Technology,238.22,0.269,196055060000,11073961,,,,,,없음,2.06914775,MSS7-S1-1.0.0
미국,HPE,Hewlett Packard Enterprise Company Common Stock,Technology,63.52,1.909,84320562762,21472929,,,,,,없음,2.05507714,MSS7-S1-1.0.0
미국,BMY,Bristol-Myers Squibb Company Common Stock,Health Care,61.5,0.572,125626951344,14902838,,,,,,없음,2.05414784,MSS7-S1-1.0.0
미국,C,Citigroup Inc. Common Stock,Finance,132.1,0.129,221589399034,8648713,,,,,,없음,2.04931519,MSS7-S1-1.0.0
미국,ABBV,AbbVie Inc. Common Stock,Health Care,265.12,0.015,468498134599,3458170,,,,,,없음,2.01416114,MSS7-S1-1.0.0
미국,UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,375.01,1.002,336607043573,4652207,,,,,,없음,2.01402330,MSS7-S1-1.0.0
미국,DIS,Walt Disney Company (The) Common Stock,Consumer Discretionary,105.56,2.03,182269069375,7886127,,,,,,없음,2.01050182,MSS7-S1-1.0.0
미국,BSX,Boston Scientific Corporation Common Stock,Health Care,44.68,0.134,64751575222,17297544,,,,,,없음,1.98936992,MSS7-S1-1.0.0
미국,TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,131.63,0.03,144789585649,8134248,,,,,,없음,1.98499367,MSS7-S1-1.0.0
미국,BKNG,Booking Holdings Inc. Common Stock,Consumer Discretionary,157.41,0.969,118274804505,9501590,,,,,,없음,1.98113310,MSS7-S1-1.0.0
