시장,종목코드,종목명,업종,1단계선별점수,2단계선별점수,지속성,업종내상대순위,추가검증,산식버전
미국,ABBV,AbbVie Inc. Common Stock,Health Care,0.9525966641,0.8522658428,광역 다기간자료 없음,0.7143,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,CIEN,Ciena Corporation Common Stock,Utilities,0.9414423806,0.8516576451,광역 다기간자료 없음,1.0000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,AVGO,Broadcom Inc. Common Stock,Technology,0.9253032600,0.8507301714,광역 다기간자료 없음,0.4839,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,ANET,Arista Networks Inc. Common Stock,Telecommunications,0.9679776346,0.8503767772,광역 다기간자료 없음,0.7500,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,SNPS,Synopsys Inc. Common Stock,Technology,0.9695792267,0.8482506124,광역 다기간자료 없음,0.8387,당일안정성=0.80;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,SMCI,Super Micro Computer Inc. Common Stock,Technology,0.9318328279,0.8426992384,광역 다기간자료 없음,0.5645,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,UBER,Uber Technologies Inc. Common Stock,Consumer Discretionary,0.9331501137,0.8409198425,광역 다기간자료 없음,0.6727,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,NKE,Nike Inc. Common Stock,Consumer Discretionary,0.9273407885,0.8405691477,광역 다기간자료 없음,0.5818,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,PH,Parker-Hannifin Corporation Common Stock,Industrials,0.9495545868,0.8405158016,광역 다기간자료 없음,0.8605,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,ALL,Allstate Corporation (The) Common Stock,Finance,0.9468347233,0.8394541509,광역 다기간자료 없음,0.7750,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,SCHW,Charles Schwab Corporation (The) Common Stock,Finance,0.9398786960,0.8390363380,광역 다기간자료 없음,0.7000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,GS,Goldman Sachs Group Inc. (The) Common Stock,Finance,0.9193043973,0.8382475164,광역 다기간자료 없음,0.5000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,CDNS,Cadence Design Systems Inc. Common Stock,Technology,0.9744313874,0.8375932965,광역 다기간자료 없음,0.9032,당일안정성=0.50;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,DVN,Devon Energy Corporation Common Stock,Energy,0.9606330553,0.8374068287,광역 다기간자료 없음,0.7500,당일안정성=0.80;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,WBD,Warner Bros. Discovery Inc. Series A Common Stock,Telecommunications,0.9507771039,0.8372614616,광역 다기간자료 없음,0.5000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,PGR,Progressive Corporation (The) Common Stock,Finance,0.9276061410,0.8369468832,광역 다기간자료 없음,0.6500,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,AMGN,Amgen Inc. Common Stock,Health Care,0.9431197877,0.8340348102,광역 다기간자료 없음,0.6000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,T,AT&T Inc.,Telecommunications,0.9603961334,0.8329572640,광역 다기간자료 없음,0.6250,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,GLW,Corning Incorporated Common Stock,Industrials,0.9327615618,0.8316681730,광역 다기간자료 없음,0.6977,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,PANW,Palo Alto Networks Inc. Common Stock,Technology,0.9276156179,0.8310318892,광역 다기간자료 없음,0.5000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,BRK/B,Berkshire Hathaway Inc.,Uncategorized,0.9395754359,0.8283161461,광역 다기간자료 없음,0.5000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,STT,State Street Corporation Common Stock,Finance,0.9431861259,0.8259408890,광역 다기간자료 없음,0.7500,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,BNY,The Bank of New York Mellon Corporation Common Stock,Finance,0.9486921911,0.8246470989,광역 다기간자료 없음,0.8000,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,PM,Philip Morris International Inc Common Stock,Health Care,0.9540087187,0.8232346508,광역 다기간자료 없음,0.7429,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,0.9589651251,0.8227888215,광역 다기간자료 없음,0.8286,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,DAL,Delta Air Lines Inc. Common Stock,Consumer Discretionary,0.9495924943,0.8220446509,광역 다기간자료 없음,0.8182,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,Technology,0.9242608036,0.8220397772,광역 다기간자료 없음,0.4032,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,SYY,Sysco Corporation Common Stock,Consumer Discretionary,0.9463608795,0.8211828721,광역 다기간자료 없음,0.7818,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,HWM,Howmet Aerospace Inc. Common Stock,Industrials,0.9423332070,0.8202138151,광역 다기간자료 없음,0.8372,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,MPC,Marathon Petroleum Corporation Common Stock,Energy,0.9577236543,0.8192743132,광역 다기간자료 없음,0.5833,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,0.9386277483,0.8190311134,광역 다기간자료 없음,0.7636,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,CAH,Cardinal Health Inc. Common Stock,Health Care,0.9457543594,0.8176550105,광역 다기간자료 없음,0.6286,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,P,Everpure Inc. Class A common stock,Technology,0.9703658074,0.8173546590,광역 다기간자료 없음,0.8548,당일안정성=0.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,HLT,Hilton Worldwide Holdings Inc. Common Stock,Consumer Discretionary,0.9576099318,0.8173394749,광역 다기간자료 없음,0.8545,당일안정성=0.80;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,WM,Waste Management Inc. Common Stock,Utilities,0.9312357847,0.8160605443,광역 다기간자료 없음,0.9412,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,ILMN,Illumina Inc. Common Stock,Health Care,0.9664708112,0.8154953196,광역 다기간자료 없음,0.8857,당일안정성=0.20;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,HD,Home Depot Inc. (The) Common Stock,Consumer Discretionary,0.9172668688,0.8147416740,광역 다기간자료 없음,0.4909,당일안정성=0.80;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
미국,ISRG,Intuitive Surgical Inc. Common Stock,Health Care,0.9498009856,0.8143844871,광역 다기간자료 없음,0.6857,당일안정성=1.00;달러거래대금순위 사용,MSS7.1-S2-US-1.0.0
