market,symbol,name,level1_score,direct_trend_evidence,liquidity_evidence,status
US,CVNA,Carvana Co. Class A Common Stock,0.916537,bulk_daily_change=0.36;cross_section_score=0.916537,volume=6971754;market_cap=70627764759,L2_PASS
US,BSX,Boston Scientific Corporation Common Stock,0.915920,bulk_daily_change=0.134;cross_section_score=0.915920,volume=17297544;market_cap=64751575222,L2_PASS
US,AAPL,Apple Inc. Common Stock,0.915839,bulk_daily_change=-0.326;cross_section_score=0.915839,volume=24733329;market_cap=4902476945600,L2_PASS
US,AMGN,Amgen Inc. Common Stock,0.915499,bulk_daily_change=-0.012;cross_section_score=0.915499,volume=2525241;market_cap=219518219310,L2_PASS
US,ORLY,O'Reilly Automotive Inc. Common Stock,0.914211,bulk_daily_change=0.396;cross_section_score=0.914211,volume=4350290;market_cap=69764778702,L2_PASS
US,GWW,W.W. Grainger Inc. Common Stock,0.913930,bulk_daily_change=0.693;cross_section_score=0.913930,volume=229698;market_cap=60264242261,L2_PASS
US,NVDA,NVIDIA Corporation Common Stock,0.913556,bulk_daily_change=-0.412;cross_section_score=0.913556,volume=77808203;market_cap=5412378000000,L2_PASS
US,DG,Dollar General Corporation Common Stock,0.912862,bulk_daily_change=1.6;cross_section_score=0.912862,volume=2324818;market_cap=27032175279,L2_PASS
US,SCHW,Charles Schwab Corporation (The) Common Stock,0.912842,bulk_daily_change=-0.01;cross_section_score=0.912842,volume=8907176;market_cap=172051610186,L2_PASS
US,EXE,Expand Energy Corporation Common Stock,0.911143,bulk_daily_change=1.815;cross_section_score=0.911143,volume=3935650;market_cap=20515865781,L2_PASS
US,NTAP,NetApp Inc. Common Stock,0.910583,bulk_daily_change=0.464;cross_section_score=0.910583,volume=2347973;market_cap=38741684546,L2_PASS
US,BRK/B,Berkshire Hathaway Inc.,0.909745,bulk_daily_change=-0.392;cross_section_score=0.909745,volume=2706197;market_cap=1114584378402,L2_PASS
US,OKE,ONEOK Inc. Common Stock,0.909680,bulk_daily_change=0.707;cross_section_score=0.909680,volume=2702688;market_cap=57477106237,L2_PASS
