시장,종목코드,종목명,업종,1단계점수,2단계점수,이상치상태,2단계핵심,점수식버전
미국,UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,2.01402330,2.00199115,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,SCHW,Charles Schwab Corporation (The) Common Stock,Finance,1.72061097,1.99268395,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,TFC,Truist Financial Corporation Common Stock,Finance,1.82963773,1.99083726,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,MDT,Medtronic plc. Ordinary Shares,Health Care,1.69621180,1.98933615,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,FAST,Fastenal Company Common Stock,Consumer Discretionary,1.60007695,1.98613519,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,MCD,McDonald's Corporation Common Stock,Consumer Discretionary,1.69021270,1.97657058,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,ON,ON Semiconductor Corporation Common Stock,Technology,1.50937997,1.97389631,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,SOFI,SoFi Technologies Inc. Common Stock,Finance,1.75140280,1.96962959,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,AXP,American Express Company Common Stock,Finance,1.92681609,1.96208050,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,ABBV,AbbVie Inc. Common Stock,Health Care,2.01416114,1.95696873,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,MCHP,Microchip Technology Incorporated Common Stock,Technology,1.52936621,1.95550750,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,COP,ConocoPhillips Common Stock,Energy,1.93386423,1.95550601,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,EQT,EQT Corporation Common Stock,Energy,1.79015373,1.95421688,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,CSX,CSX Corporation Common Stock,Industrials,1.64189169,1.94993033,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,SBUX,Starbucks Corporation Common Stock,Consumer Discretionary,1.62828805,1.94548209,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,ORLY,O'Reilly Automotive Inc. Common Stock,Consumer Discretionary,1.79926360,1.94514999,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,KR,Kroger Company (The) Common Stock,Consumer Staples,1.79843142,1.94505955,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,LUV,Southwest Airlines Company Common Stock,Consumer Discretionary,1.68568978,1.94349427,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,DDOG,Datadog Inc. Class A Common Stock,Technology,1.80375166,1.93965781,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,ORCL,Oracle Corporation Common Stock,Technology,1.95525355,1.93142891,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,LLY,Eli Lilly and Company Common Stock,Health Care,2.07509984,1.93005535,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,AMAT,Applied Materials Inc. Common Stock,Technology,1.71256726,1.92553450,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,FIS,Fidelity National Information Services Inc. Common Stock,Consumer Discretionary,1.66142132,1.92338297,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,META,Meta Platforms Inc. Class A Common Stock,Technology,2.08629288,1.91642655,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,COF,Capital One Financial Corporation Common Stock,Finance,1.84669357,1.91539639,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,PM,Philip Morris International Inc Common Stock,Health Care,1.94197021,1.91035955,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,MS,Morgan Stanley Common Stock,Finance,1.71867116,1.90996519,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,XYZ,Block Inc. Class A Common Stock,Technology,1.72006907,1.90902295,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,MA,Mastercard Incorporated Common Stock,Consumer Discretionary,1.95381067,1.90866915,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,USB,U.S. Bancorp Common Stock,Finance,1.60444424,1.90558304,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,PANW,Palo Alto Networks Inc. Common Stock,Technology,1.68405720,1.90541122,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,MO,Altria Group Inc.,Health Care,1.64094984,1.90429071,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,BKR,Baker Hughes Company Class A Common Stock,Consumer Discretionary,1.54320314,1.90401577,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,FITB,Fifth Third Bancorp Common Stock,Finance,1.53814500,1.89747443,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
미국,BNY,The Bank of New York Mellon Corporation Common Stock,Finance,1.81898745,1.89690022,없음,유동성 지속성·업종주도력·당일변화 안정성·대형지수 포함,MSS7-S2-US-1.0.0
